t,fC_mean,fC_std,fD_mean,fD_std,avgR_mean,avgR_std
0,0.32890625,0.022696623509896797,0.67109375,0.022696623509896797,8.6953125,0.2781815032141223
1,0.22109375,0.03011614885530685,0.77890625,0.03011614885530685,14.451171684265137,0.6565345385724992
2,0.17890625,0.049742991811661266,0.82109375,0.049742991811661266,18.3203125,1.012088192681658
3,0.1375,0.05029211543572213,0.8625,0.05029211543572213,21.451171875,1.8247728180248477
4,0.11015625,0.048626144748735736,0.88984375,0.048626144748735736,23.857422637939454,2.6675940707113375
5,0.09609375,0.04160477173654484,0.90390625,0.04160477173654484,25.78515625,3.4658675030687665
6,0.10234375,0.05341145198480378,0.89765625,0.05341145198480378,27.466796875,4.117572918392733
7,0.09921875,0.056477404912274425,0.90078125,0.056477404912274425,29.2578125,5.003233817523673
8,0.1,0.054609319116566545,0.9,0.054609319116566545,30.994140625,5.931230628220144
9,0.10390625,0.058128360117932105,0.89609375,0.058128360117932105,32.744140243530275,6.801534681637979
10,0.10859375,0.05753735199850615,0.89140625,0.05753735199850615,34.5625,7.7656490701651615
11,0.11015625,0.055868934933691015,0.88984375,0.05586893493369101,36.462890625,8.709381429822484
12,0.1234375,0.06449927325171967,0.8765625,0.06449927325171967,38.390625,9.519945588797862
13,0.13046875,0.06858111358548358,0.86953125,0.06858111358548358,40.55078201293945,10.480043936958896
14,0.1328125,0.07706309559786059,0.8671875,0.07706309559786059,42.83398361206055,11.610117872608768
15,0.13125,0.08503072744234874,0.86875,0.08503072744234874,45.158203125,12.92065246776923
16,0.12890625,0.08446898700484694,0.87109375,0.08446898700484694,47.455078125,14.321731189103142
17,0.13203125,0.08867789764789195,0.86796875,0.08867789764789195,49.7109375,15.729930382518138
18,0.1265625,0.07834344460451047,0.8734375,0.07834344460451047,52.021484375,17.164656561536216
19,0.13515625,0.08510247728841387,0.86484375,0.08510247728841387,54.23632888793945,18.447286417087675
20,0.13828125,0.08785502751337,0.86171875,0.08785502751337,56.60156402587891,19.84462385055786
21,0.1421875,0.090625,0.8578125,0.090625,59.021484375,21.3201745498125
22,0.14453125,0.09600160724566022,0.85546875,0.09600160724566022,61.509765625,22.81906794230148
23,0.14296875,0.09337816887193173,0.85703125,0.09337816887193173,64.0390625,24.415970706677143
24,0.14375,0.09142294185200452,0.85625,0.09142294185200452,66.541015625,25.97805916741027
25,0.15703125,0.0977468329889772,0.84296875,0.0977468329889772,69.05664291381837,27.55537194920751
26,0.1765625,0.10500186010257152,0.8234375,0.10500186010257152,71.8046890258789,29.257576517597474
27,0.18984375,0.11108045366985138,0.81015625,0.11108045366985139,74.89453506469727,31.086749708806536
28,0.196875,0.11504818114327146,0.803125,0.11504818114327145,78.2167984008789,33.03008466458621
29,0.196875,0.1136604644187019,0.803125,0.1136604644187019,81.662109375,35.00145794692907
30,0.190625,0.10913478084746861,0.809375,0.10913478084746861,85.1074234008789,36.96800210015671
31,0.2015625,0.11268972716878412,0.7984375,0.11268972716878412,88.44336242675782,38.834681288899844
32,0.21328125,0.11691635297831524,0.78671875,0.11691635297831524,91.97070617675782,40.75630665367019
33,0.203125,0.10856283282908105,0.796875,0.10856283282908105,95.70312957763672,42.74662148778153
34,0.2,0.10485644017834575,0.8,0.10485644017834574,99.25781555175782,44.55586345939452
35,0.20703125,0.11226646768124933,0.79296875,0.11226646768124933,102.7578125,46.25582255235677
36,0.203125,0.11204879133942053,0.796875,0.11204879133942053,106.38086395263672,48.084597259425195
